screen_name,description,followers_count,statuses_count,created_at,mentions_ibm,blank_bio
ClientFirstTech,,2,1,Wed May 08 23:06:59 +0000 2019,0,1
Valeoric,"Hincha de Atlético Nacional, anhelo conocer EE.UU. y seguidor de la selección de fútbol de Brasil. 🇨🇴🇺🇸🇧🇷 Reservista 1/3 @Infantesdcolomb @ArmadaColombia",630,3916,Sat May 29 15:12:01 +0000 2010,0,0
puffinglywaggle,,0,0,Wed Oct 11 22:06:07 +0000 2017,0,1
fauzisaputra27,"Fight like a Tiger, Win like a Champion",1,0,Wed May 08 03:26:49 +0000 2019,0,0
yuyanglit,,1,0,Sun May 31 11:48:06 +0000 2009,0,1
p_mzzo,,3,21,Fri Nov 25 14:21:00 +0000 2011,0,1
elora_knipe,"My Name is Elora, I live in Alaska, We moved to Alaska when i was five with my parents and my younger brother. My father was in the air force, My parents divorc",241,644,Mon Jan 30 18:48:27 +0000 2017,0,0
Christy99481925,marriedawesomejames19984awesomekids2beautifulgradsandlovingandworshippinganamazingGOD,56,258,Sat Mar 02 10:16:33 +0000 2019,0,0
SonalDesai83,,0,0,Tue May 15 14:06:23 +0000 2012,0,1
Fahim84429699,,9,28,Fri Mar 15 14:43:44 +0000 2019,0,1
Darlene39333572,"Entrepreneur, RN",42,70,Fri Feb 15 02:54:36 +0000 2019,0,0
dlh04001,,9,48,Tue Sep 20 02:41:31 +0000 2011,0,1
b_han_tatsu,あいみょん #AIM Basketball #京都ハンナリーズ#伊藤達哉#辻直人#b-league,50,246,Sun Jan 28 07:58:33 +0000 2018,0,0
LandonDixon13,anime tv 25,1,2,Wed May 08 00:49:36 +0000 2019,0,0
cristianblake13,,17,148,Sun Jun 29 13:01:41 +0000 2014,0,1
irvan_saragih,"Pendosa, Al-Fakir, Pelupa Berat, Swing Voters, Pejalan Kaki, Fanatik Chicken Strip CFC dan Barongko. ‘Orangnya low profile tapi ranking MVP' - Aman Ra.",370,3331,Fri Aug 22 05:02:10 +0000 2008,0,0
LovDrL,,22,92,Sat Mar 06 03:53:24 +0000 2010,0,1
deba_igit27,,46,43,Thu Apr 15 18:41:19 +0000 2010,0,1
Nicknameddugo,I am here,82,105,Wed Mar 16 10:45:03 +0000 2016,0,0
ibrahimSho3eb,وَ سَبَّحْ بِحًمْدِ رَبَّكَ حِينَ تَقُوم,49,128,Fri Nov 21 23:54:42 +0000 2014,0,0
claudiohuehara,,22,31,Wed Jun 07 00:51:15 +0000 2017,0,1
SamuelOutsuki,"O Universo é como o oceano, pois apesar de vermos as suas maravilhas na superfície, ainda ansiamos por descobrir os seus mais profundos mistérios",51,271,Sat Jan 18 22:14:02 +0000 2014,0,0
Mahmood41888989,,4,0,Wed May 08 17:03:14 +0000 2019,0,1
LaptopRepairSG,"iPhone, Macbook repair, Laptop repair service in Singapore
#LaptopRepair
#PhoneRepair
#SmartphoneRepair
#DataRecovery
#TabletRepair
#MacbookRepair
#iPhoneRepair",25,146,Sat Jan 12 02:06:25 +0000 2019,0,0
Apple79214315,"I like 70s music
I Play Roblox and Minecraft
I Like Game Shows",95,1080,Sat Oct 14 14:07:53 +0000 2017,0,0
ProfWalker2,"Assistant Professor of Communications, a proud Millennial, nerd, and binge watcher of random things. These tweets belong to me! Read at your own risk.",20,83,Sat May 04 12:47:00 +0000 2019,0,0
flyingtiti,Blockchain developer,93,1206,Wed Jun 17 06:12:22 +0000 2009,0,0
DogukanYILMAZ90,,9,8,Thu Oct 25 17:34:24 +0000 2018,0,1
jamz3243,,132,638,Tue Jul 22 20:35:53 +0000 2008,0,1
VonItzstein,Green tek entrepreneur focused on IoT for sustainable development,167,1287,Tue Oct 02 02:29:55 +0000 2018,0,0
jonatha82231739,,0,0,Mon May 06 15:21:18 +0000 2019,0,1
toby62604539,Business Consultant and Manager of Commercial Real-Estate,48,178,Tue Dec 25 23:36:25 +0000 2018,0,0
Selim23794327,"Technical support at Samsung 💻
.
Ahlawy ❤",107,674,Wed Jul 11 16:40:35 +0000 2018,0,0
faisal_hotak12,"IT student in SOCET. 
26/03.
Cricket fan. 
proud Afghan.
 Faisal.hotak74@gmail.com
🇦🇫🇮🇳",34,150,Sat Mar 05 18:34:24 +0000 2016,0,0
SpeedioTech,Private Tech.,1,1,Fri Feb 22 14:34:56 +0000 2019,0,0
yugo0sato,,18,13,Sun Feb 13 00:27:51 +0000 2011,0,1
elsesser_m,"Free thinker, and photographer at nights",9,156,Mon May 06 17:27:22 +0000 2019,0,0
watakati567,,1,3,Tue Mar 31 11:36:48 +0000 2015,0,1
Tufan_299,,14,109,Sat Mar 16 12:54:17 +0000 2019,0,1
raghava107,,34,35,Thu Dec 24 02:32:09 +0000 2009,0,1
kerkhoff_john,,24,25,Tue Feb 10 22:09:27 +0000 2015,0,1
DavidCarrizo_12,"Nacido un 6 de diciembre del 78, Argentino, y Bostero de alma.",38,247,Mon Aug 02 12:08:52 +0000 2010,0,0
PARCHURISIVA2,smile on my face ....,3,1,Mon Apr 22 09:04:45 +0000 2019,0,0
ankcon_tanki,"I'm a Graphic Designer. 

This is my Portfolio : https://t.co/CYJzmEZEZj",21,2456,Wed Jan 31 11:50:35 +0000 2018,0,0
iliasmay,Student & part-time iOS Developer @jamitlabs💙,243,1003,Sun Apr 27 17:58:15 +0000 2014,0,0
_wendy_chen_,rva || sc: wenzy.chen,15,312,Sun Nov 23 03:46:07 +0000 2014,0,0
KJabloun,Data Solutions Architect 👩🏼‍💻 Politically Independent 🖖🏼 Facts Oriented 🧠👀,393,1121,Tue Feb 11 23:01:49 +0000 2014,0,0
DblTreeDelMar,"#DoubleTreeCookies upon arrival, resort-style pool, close to beaches and attractions, drinks at the @MosaicDelMar indoor/outdoor bar - What could be better?",1167,1599,Fri Mar 12 22:06:15 +0000 2010,0,0
_Cxrin,Call of Duty eSports Entertainment eSports News Gaming Gaming News HALO Hip-Hop and Rap Music Vloggers YouTube,73,102,Tue Jan 23 22:04:13 +0000 2018,0,0
LNMTCOMM,Memories will always remember you!!,66,15,Wed May 08 21:30:26 +0000 2019,0,0
BryanM54699057,instagram: bryan_Alex  Snapchat: bm3620 #LHS #ClassOf2020,0,4,Thu Oct 13 23:20:24 +0000 2016,0,0
CorinexCorp,Official account #smartgrid #smartmetering #EnergyEfficiency #bpl #Utilities,98,23,Thu Feb 16 00:58:34 +0000 2012,0,0
ANTIX5,"The name's Annette Xavier known as my Alter Ego name👹 This is my ONLY Twitter account, I love playing video games🎮 I love food😋 & I'm in a relationship♒️🥰",114,1880,Tue Apr 30 21:29:24 +0000 2019,0,0
rdelahija,Graduated in political science and public management. Learning Project Manager. Working at @CoreNetworksSL,35,106,Tue Oct 24 14:10:35 +0000 2017,0,0
HasemSoudagor,WEB AND WORDPRESS EXPERT,305,150,Tue Jan 22 21:12:14 +0000 2019,0,0
dioniziomartins,,287,933,Wed May 05 19:05:05 +0000 2010,0,1
OneGirlBand2,"⚛️🎹🎶🌌🔭🏳️‍🌈✏️🎷🎼🌎🐉
Primarily atheism, lgbt issues, music, and the environment.",184,263,Thu Apr 11 21:43:26 +0000 2019,0,0
Samantha19011,I'm a graphic designer by profession,73,96,Mon May 06 23:34:22 +0000 2019,0,0
_Smooky,2k17 MIT Champion | 2k19 MCPA CHAMPION SZN 2 💍 MCPA EXPANSION CHAMP SZN 1 💍,2218,116613,Mon Jun 07 01:20:44 +0000 2010,0,0
chelseadidio,Marketer of IT and digital services. Let’s talk about how technology can transform your business💡,17,22,Wed May 08 21:12:52 +0000 2019,0,0
tomwoss,,24,161,Fri Jan 03 20:45:51 +0000 2014,0,1
dgroncze,,10,5,Fri Aug 26 20:52:52 +0000 2016,0,1
code2college,Code2College is an education nonprofit focused on improving college persistence and completion for underserved students in STEM.,705,987,Thu May 26 15:46:36 +0000 2016,0,0
AhmedTemam12,Ethiopian,16,42,Wed Apr 05 17:18:18 +0000 2017,0,0
raunch_steves,,3,373,Tue Oct 03 15:31:51 +0000 2017,0,1
sergemg,"QFB y Puma. 2011 Año internacional de la química. ¡Químicos del mundo, uníos¡",402,3739,Tue Nov 03 00:41:29 +0000 2009,0,0
starkrfid,"Enterprise-Level RFID solutions including customized RFID software, hardware, tickets, credentials, or wristbands plus integration, training and support.",1797,308,Thu Jan 27 16:04:50 +0000 2011,0,0
tkmohan73,,4,0,Thu Oct 23 01:49:39 +0000 2014,0,1
inabvc,growing apart. Engineer traveled to 🇵🇭 🇹🇼,121,5350,Sun Jan 01 03:48:43 +0000 2017,0,0
Abdel92563841,,25,40,Fri Feb 23 11:31:10 +0000 2018,0,1
lewislepley,,18,103,Sat Jun 03 22:57:27 +0000 2017,0,1
bhaskarareddy97,Student,14,2,Sun Feb 05 16:23:37 +0000 2017,0,0
ykiessling_,,12,106,Wed May 08 19:23:41 +0000 2019,0,1
danielletavell1,"IBM Z Design Researcher | Ideator 
| Owl Lover 🦉 Views are my own",11,5,Wed May 08 19:41:19 +0000 2019,1,0
mikal_kelaidis,Conservation • Technology • Entrepreneurship • Business Development @Pluralsight • Previously @Qualtrics @utahjazz • Alumni @USUAggies • Alumni @DeltaSigmaPhiHQ,78,159,Tue Sep 20 16:47:28 +0000 2016,0,0
FrankT30,h46 h52 h41 h4E h4B h54 h03 h00.,5966,98421,Wed May 18 03:50:02 +0000 2011,0,0
adnanmf,,43,83,Thu Dec 10 18:15:38 +0000 2009,0,1
jnunezf7,"Llevando la contraria desde el 96’ | Si no sabes de Baske no vengas aquí | Also, I speak mucho Spanglish",888,27401,Tue Nov 20 02:12:49 +0000 2012,0,0
williamlui00,,2,0,Fri Apr 30 15:35:33 +0000 2010,0,1
balamirata,esinimizi doğrudan doğruya us ve bilimden aldık..,56,301,Mon Feb 13 15:24:49 +0000 2017,0,0
RajeshK41098642,"Engineer
(Computer Science and Engineering)",7,139,Thu May 02 17:46:45 +0000 2019,0,0
santosh_bammidi,Sometimes you win sometimes you learn.,26,2,Fri Nov 22 12:29:38 +0000 2013,0,0
WubshetDerb,suni muslim,133,46,Wed Oct 21 18:30:06 +0000 2015,0,0
GloveBoxApp_,"Insurance docs on the go. The first & only. Any carrier, any time, at your fingertips. 📲 Reimagining how the carrier, agency & client interface.",70,281,Mon Apr 22 17:53:09 +0000 2019,0,0
estaina_,,18,59,Fri Oct 07 22:13:24 +0000 2011,0,1
NiladripS,I'm famous but know body knows me yet,20,201,Tue May 27 13:55:37 +0000 2014,0,0
milestonevents_,Full service corporate event planning.,3,4,Wed Mar 28 23:36:44 +0000 2018,0,0
ValentinV678,Спортивный интерес,665,130,Tue Apr 18 17:08:48 +0000 2017,0,0
Akanksh40755274,MBA in HR and Marketing with good communication and interpersonal skills,15,79,Wed Sep 26 05:31:12 +0000 2018,0,0
JordanJulson,^Wilbur,84,249,Wed Jan 22 22:45:11 +0000 2014,0,0
donatovicentew1,i am a brazilian citizen. i  am bachelor on economy. my mails are donatoweiss@gmail.com  donatoweiss@yahoo.com.br  i am using the english language for better un,107,6,Thu Apr 25 19:32:33 +0000 2013,0,0
WanggiyaHolder,Justice,17,24,Sun Dec 25 03:19:59 +0000 2016,0,0
EmnHasanov,@make IT easy,6,0,Sun Jan 25 22:46:26 +0000 2015,0,0
HazelH72628165,,0,0,Wed Mar 20 09:29:50 +0000 2019,0,1
Nick94979241,,6,3,Wed May 08 17:17:34 +0000 2019,0,1
Freelancerguil1,freelancer professional ingeniero de sistemas,10,3097,Sat May 04 18:31:26 +0000 2019,0,0
MC_YoDJay,"polyflux aka. g'od 
Ovation führt nur stehend nicht wieder zur Ovulation... Linderung der #PhallusPhobie? Moeder Oldeste willing #MassenKitzlerSarkophag",519,7921,Sun Feb 15 16:07:39 +0000 2015,0,0
MukeshK02083168,,49,1111,Tue Sep 27 03:02:02 +0000 2016,0,1
pensavioletto,,254,197,Sun Nov 10 11:44:00 +0000 2013,0,1
ravichandar209,,6,2,Mon Apr 18 15:28:06 +0000 2016,0,1
sekardjoy,LIC,7,57,Wed Mar 13 12:07:32 +0000 2013,0,0
SRKSETplan1,Emerging Tech | Enterprise Solutions | Manpower Staffing,17,0,Mon Nov 05 17:33:50 +0000 2018,0,0
Anthony04047557,,14,177,Fri Oct 26 10:30:12 +0000 2018,0,1
diegoplasencia1,Just living,166,4295,Tue Jun 21 21:31:43 +0000 2011,0,0
SADIQUE76104208,Similarly better,1,14,Sun Mar 17 14:52:40 +0000 2019,0,0
satta_harish,,0,0,Wed May 08 16:48:02 +0000 2019,0,1
ninja_quecopia,te copio,11,350,Mon Oct 24 15:43:09 +0000 2016,0,0
joelmez4,I'm passionate about tech and language learning | https://t.co/62syYQEFSp | https://t.co/X6tXsMzkbu,413,2290,Sun Jan 24 14:47:40 +0000 2010,0,0
carlostomasini,...periodista autónomo...,8519,148971,Tue May 05 01:25:25 +0000 2009,0,0
manguffin,,0,0,Wed May 08 16:42:53 +0000 2019,0,1
a5k2i3,,24,213,Sat Mar 27 13:14:56 +0000 2010,0,1
vijayritesh,living my life!!!!,30,31,Sat Sep 11 09:38:49 +0000 2010,0,0
gcaputo10,,1,0,Fri Jun 10 03:58:18 +0000 2016,0,1
jlamarbenton,📈📈📈,728,15054,Wed May 11 21:36:23 +0000 2011,0,0
nifeoluyemi,"Software Engineer. I Implement Ideas. ""Everything is Designed"". #IBMer",964,15921,Mon Aug 02 15:02:57 +0000 2010,1,0
kouhizen,明治 食環,20,0,Thu Mar 31 01:26:46 +0000 2016,0,0
taylankoca,"Truth is beautiful.
Nüfus kaydım: Sivas, Gücenik Kasabası, Samimiyetsorgulayanlarpınarı Köyü.",242,392,Sat Sep 04 18:16:08 +0000 2010,0,0
ToreAkif,this is second account of @schilder4wald,4,7,Wed May 08 14:19:58 +0000 2019,0,0
FujifilmDS,"From the latest high performance tape backup cartridges to intelligent data center solutions, there is a Fujifilm product that precisely fits your needs.",3460,2308,Fri Oct 19 21:09:50 +0000 2012,0,0
garenaguinaldo,Dedicated to sharing the goodness in life to others and to discovering how awesome the world is. 🐢,2632,53748,Sat Dec 05 12:41:44 +0000 2009,0,0
raulsanchezgama,"Licenciado en Administracion de University of Texas, Mexicano",322,981,Sat Aug 29 03:59:26 +0000 2009,0,0
haijin_xu,,0,1,Mon Aug 06 10:22:50 +0000 2012,0,1
Xochitl_Mars,"📍-   It is the privilege of the gods to want nothing, and of godlike men to want little.  - Diógenes  ------------------------------------(observer effect)",484,460,Tue Oct 04 04:29:22 +0000 2016,0,0
anira50082778,recuerda que todo en la vida cambia 😔🙂♥️,2,2,Wed May 08 04:16:53 +0000 2019,0,0
StellaLai16,"Government and Regulatory Affairs, IBM Taiwan. Views expressed are my own. Re-tweets are not endorsements",2,9,Wed May 08 14:44:42 +0000 2019,1,0
Onukho1,"Accountant,Tax consultant,Auditor and Management  Consultant",3,18,Wed May 08 15:47:09 +0000 2019,0,0
DMarie83248234,,0,0,Wed May 08 15:31:51 +0000 2019,0,1
001LouiseArnold,Project Executive @Interfaceonline helping companies access Scotland’s university research base,619,712,Fri May 09 09:43:04 +0000 2014,0,0
iamrajukanyal,,2,40,Wed Dec 02 05:04:52 +0000 2015,0,1
HyperboleHour,"Welcome to the official Twitter for the Hyperbole Hour, the finest variety show on BlogTalkRadio. Produced by @Showdock.",213,3909,Fri Dec 26 19:11:51 +0000 2008,0,0
PradumGautam4,,1,1,Thu Jan 10 06:08:57 +0000 2019,0,1
makmur90199682,baca berita,4,51,Sat Apr 27 16:16:01 +0000 2019,0,0
ikatapyon,,3,0,Sun Feb 14 07:37:07 +0000 2010,0,1
Frank_G_Zarb,Official twitter feed for Hofstra University's Frank G. Zarb School of Business! Follow us to get the latest info about Zarb news and events! #ZarbMeansBusiness,802,3032,Fri Jul 08 03:38:35 +0000 2011,0,0
RadioRed777,I LOVE talking with smart people on-air! Creator/producer/host #SAPRadio @VoiceAMBusiness. REAL conversations. https://t.co/LBVuCIQu58 https://t.co/uaIbd8CJPS ChickDrummer.,1925,3093,Wed Dec 24 16:25:07 +0000 2008,0,0
TripleGad,,28,18,Tue Nov 20 16:10:17 +0000 2012,0,1
JohnLusher,Community Manager. #Marketing Consultant. Content Creator. #Entrepreneur. President @SocialBuzzLab ☕️🥃 https://t.co/kcxlZCUjJ7,44634,290308,Wed May 14 20:09:06 +0000 2008,0,0
OtisHuang,Hi~I'm Otis. I'm happy to connect everyone on twitter,5,3,Fri Apr 17 02:19:33 +0000 2009,0,0
Ben3Morrell,26. Liverpool John Moores University - IT & Multimedia Graduate. IT Technician. Leeds United. London.,98,757,Tue Nov 09 12:31:25 +0000 2010,0,0
VerdantAi,Verdant AI,60,183,Mon Mar 18 15:07:16 +0000 2019,0,0
gmuniz1229,,5,145,Fri Mar 16 23:09:53 +0000 2018,0,1
Ayuussssh,Undergrad,66,994,Fri Sep 13 10:49:04 +0000 2013,0,0
yeswanthsai99,,0,0,Mon Apr 23 07:05:42 +0000 2018,0,1
mac4potus,"Future POTUS, naux music pioneer, union builder, time travel, Mars visitor, advanced tech r+d, spiritualist, husband, dad, xennial.",1511,6,Wed Apr 11 23:15:48 +0000 2018,0,0
flamedgemedia,Business Services = Graphic Design || Digital Marketing || Advertising || Social Media Accounts Management || Social Impact Projects |Call us: (+233) 0549062976,156,35,Fri Jun 01 17:54:48 +0000 2018,0,0
benthomasson,Automation Engineer,174,889,Mon Apr 28 15:06:58 +0000 2008,0,0
Jason7361,#DigitalMarketing Intern at @NETSCOUT. I like to post #cybersecurity news and random stuffs. Free speech doesn’t pay the bills. Tweets don’t represent employer.,95,675,Tue Mar 19 18:32:22 +0000 2019,0,0
oferkrichman,,50,36,Tue Apr 03 18:25:02 +0000 2012,0,1
SarahABrett,,17,72,Wed Feb 14 20:31:09 +0000 2018,0,1
kami_sedlakova,"European HUB specialist, IT, tech-savvy, excel lover, online and digital marketing, communication strategies, a start-up fan, B2B **based in London!**
🧳🇨🇿🇬🇧📷",6,2,Sat Feb 08 19:50:55 +0000 2014,0,0
marcelozouki,Ser humano em construção // Human being under construction,371,5158,Fri Apr 03 05:20:08 +0000 2009,0,0
KhairulMirza010,,64,0,Tue Oct 09 05:50:37 +0000 2018,0,1
mapaycorp,Healthcare's Payment Network #blockchain #healthcare #interoperability #disruptor #fintech #healthcarepayments,30,14,Wed Aug 22 00:45:41 +0000 2018,0,0
free_nem,"In un mondo di muti, chi apre la bocca diventa l'intellettuale di turno.",123,288,Sun Sep 23 10:08:08 +0000 2012,0,0
SamCarte_,Never Cared,220,5157,Mon Sep 12 19:42:38 +0000 2016,0,0
LeslyAugustin1,NA,0,3,Sun May 05 19:56:56 +0000 2019,0,0
davidmwolfjr,Hewlett Packard-Aruba 💻 | OR born & raised 🦆,114,1404,Sun Sep 20 04:40:02 +0000 2009,0,0
fademaster61,,127,143,Mon Feb 02 05:27:09 +0000 2015,0,1
Rhoda51144357,"allow yourself to be a beginner,no one starts of being excellent",0,4,Wed May 08 13:24:07 +0000 2019,0,0
emprendemap,"Acceda a la Membresia y disfrute de nuestros cursos y  asesorías en línea, dondequiera que esté y cuando quiera , desde el  móvil, tablet o computador
Visitenos",105,145,Tue Apr 03 19:53:45 +0000 2018,0,0
cb_brad,,19,23,Wed Jan 29 18:19:18 +0000 2014,0,1
ArizonaStem,New Arizona STEM education resource - in development,2,1,Tue May 07 16:39:50 +0000 2019,0,0
Mohammed_SONO,,3,0,Tue Feb 08 11:37:00 +0000 2011,0,1
Rafael_Jose_R,,179,441,Tue Sep 15 18:12:47 +0000 2009,0,1
kumar_mule,I am no fool who gives wt i can not keep to gain which i can not loose,11,7,Wed Oct 18 11:11:43 +0000 2017,0,0
starun88_tarun,,25,20,Sat Nov 22 20:13:03 +0000 2014,0,1
awwrath,"She/Her| 21| Bangalore
Business, stock market, dropshipping, feminism, travelling, memes and everything in between.
IG : awwwwntrepreneur",18,69,Wed May 08 12:44:20 +0000 2019,0,0
SMDWebtech,"Full-service agency specialized in #web #design, #ECommerce #website #development, #Mobile #Apps Development, #digital #marketing, ERP & POS Sytem, HR Solution.",88,45,Sun Apr 07 16:17:22 +0000 2013,0,0
kollectaapp,"Kollecta is a digital wallet that helps you manage your funds, start a group savings account and / or a business wallet to collect payments from customers.",8,17,Wed May 08 12:40:37 +0000 2019,0,0
LisaRos01339908,Research Analyst,4,336,Mon May 06 08:49:11 +0000 2019,0,0
yunus_kathat,,8,29,Mon Jul 31 17:06:28 +0000 2017,0,1
davidsfaire,multiple streams of income is no longer a luxury but a necessity,6,1,Wed May 08 12:34:28 +0000 2019,0,0
hossilli,just take a look at what you’re getting yourself into before you follow me okayy?!!,75,1095,Sat Dec 08 08:24:08 +0000 2012,0,0
Emmanue85188200,,1,0,Tue Apr 23 12:19:56 +0000 2019,0,1
plexuspo1,Free Local business Listing,3,24,Fri May 03 07:10:22 +0000 2019,0,0
ganeshsitlani,,139,2049,Wed Dec 02 17:00:43 +0000 2009,0,1
HClee999,BTC =gold,130,1034,Thu Jan 08 12:32:22 +0000 2015,0,0
ViritechPTY,Official business account of ViriTech (Pty) Ltd,13,11,Wed May 08 05:05:50 +0000 2019,0,0
Chadully1,selling,0,3,Wed May 08 11:57:51 +0000 2019,0,0
y_elektrik,Vatan Sana Canım Feda,9,351,Sun Oct 22 13:58:12 +0000 2017,0,0
Anish35080113,i am mechanical 🙈Engineering... but i am vip😂😂,7,2,Thu Feb 21 07:05:12 +0000 2019,0,0
Manav28375882,,0,0,Sat Sep 15 16:02:28 +0000 2018,0,1
EmilZwach,,1,0,Wed May 08 11:46:12 +0000 2019,0,1
BestBeerHereApp,Beer lover? We will find you the best locations and drinks to satisfy that thirst!,0,0,Wed May 08 11:49:34 +0000 2019,0,0
brunomaximom,,89,16202,Fri Mar 25 22:10:07 +0000 2011,0,1
Marta_Aguia,20yo // 🇵🇹 // 1904🔴⚪️//,68,691,Sat Oct 21 19:32:29 +0000 2017,0,0
JillOB50,"Large Client Solutions @Twitter. All things media here, all things career and #genderequality related at @DailySlog_com",233,28,Fri Apr 03 09:19:56 +0000 2009,0,0
AbdellahDpoint1,,0,0,Wed May 08 11:32:18 +0000 2019,0,1
GAparna7,"Nothing is better than being original. 🙂
Nature lover 🌱🌺.
student 🎯
love my country🇮🇳",17,597,Thu Jan 24 05:41:59 +0000 2019,0,0
yosefachika,God is Love,4,5,Fri May 03 19:06:11 +0000 2019,0,0
Megha04947117,,3,0,Wed May 08 11:24:39 +0000 2019,0,1
AfnanAl84016959,,25,338,Tue Mar 14 13:04:52 +0000 2017,0,1
SurajKu80801711,B.A (HON)HISTORY,25,129,Sat Mar 04 08:22:54 +0000 2017,0,0
Baezaldo15,,61,6,Tue Feb 14 17:00:27 +0000 2012,0,1
familyofgh,Here is Gary Li.,0,2,Thu May 31 01:37:11 +0000 2018,0,0
khadija0209,,8,12,Fri Aug 21 19:05:46 +0000 2015,0,1
Tradest3,"Learning modern NLP methods for language synthesis

Aspiring Computer Scientist | Former BSP engineer


Whiskey | Black Coffee | Weights | Snow-clad mountains",11,147,Mon Mar 04 05:05:23 +0000 2019,0,0
AB_Insights_UK,AllianceBernstein (AB) is a leading global investment-management and research firm. Follow us for updates from the investment teams from EMEA.,2123,1589,Tue Sep 16 08:29:39 +0000 2014,0,0
exec_go,Efficient and trusted experts.,2,3,Wed May 08 10:43:41 +0000 2019,0,0
arpitabhawal,Founder & CEO at BRIO #CorporateBranding #EmployerBranding #Tech #Communication #Salesforce #Writer #Photographer #Artist 🇮🇳 #Speaker @adori_artsy (IG),1469,23593,Tue Apr 20 06:39:47 +0000 2010,0,0
zoobab,"Benjamin Henrion, president of @FFII , against software patents, mountain biker, kubernaute and founder of HackerSpaceBrussels (@HSBXL).",1205,27253,Wed Feb 25 17:06:20 +0000 2009,0,0
NordicCUG,Nordic Collaboration User Group,276,1796,Sun Apr 12 19:11:40 +0000 2009,0,0
soopermj12,Fangirl 💛💙- BIGBANG is my ultimate bias x PoGo player ❄️,30,2712,Fri Sep 11 02:52:44 +0000 2015,0,0
red_dragon,O Congresso Nacional só existe para impedir que a vontade do Povo se realize. by Olavo de Carvalho,955,2304,Sat Apr 12 23:33:22 +0000 2008,0,0
idteamo,тавтай морилно уу,355,921,Mon Jun 27 01:15:34 +0000 2011,0,0
Asetlh,hate is our greatest enemy,151,4026,Wed Jun 13 19:12:46 +0000 2012,0,0
JimClover4,Retired Glacier Explorer now Global communicator. In love with Wall Street and it’s benefits 💵💵.,0,0,Wed May 08 08:02:04 +0000 2019,0,0
MartinVetterli,President and Professor of Engineering at @EPFL @EPFL_en. Retweets and likes are not endorsements.,6705,2838,Mon Mar 10 15:11:12 +0000 2014,0,0
SBI_55,,1,0,Fri Aug 25 12:40:08 +0000 2017,0,1
Husseinabdelw,this is me,6,384,Mon Feb 03 21:21:10 +0000 2014,0,0
boby14000,"MaD aBoUt CodInG aNd  GraphicS,gaMes",4,3,Wed Jul 06 17:07:01 +0000 2016,0,0
R9Demo,,0,2,Wed May 08 09:16:10 +0000 2019,0,1
Pyotr03918500,,0,0,Tue Sep 18 22:55:56 +0000 2018,0,1
am_shami,,35,47,Sat Jun 12 17:00:26 +0000 2010,0,1
Sakukaze_82518,"我就是个辣鸡(
苦逼复读狗/ヲタ芸//VTB推(DD)/半军宅/平时死鱼一条x(一般不发推
Arcaea ptt10.54/トルフロ(少女前線)
本质菜鸡/鸽子/复读机/沙雕网友(确信)/拒绝政治话题(膜法除外/轻度悲观注意(偶尔
咕咕咕咕咕x
日本語苦手です/English not very good/交流基本靠机翻",68,130,Sat Sep 08 12:39:32 +0000 2018,0,0
SebastianSoyka,,24,2,Sat Jun 02 13:27:34 +0000 2012,0,1
upenew,Decentralized Finance| Blockchain | DAG | Digital & Permissionless innovations enthusiast | Dignity over money | No Financial Advice.,132,32,Sat Mar 28 05:58:16 +0000 2015,0,0
justin_liese,Communication student based in Arnhem - Netherlands,0,0,Wed May 08 08:53:18 +0000 2019,0,0
yaraalsiyat,"Academic Researcher @KACST | Cyber Security, Cryptography, Digital forensics, #photographer #Volunteer| @coeia_ksu member & @CIAG2017 CO-FOUNDER - MEMBER BOARD.",845,3746,Fri Nov 07 02:51:52 +0000 2014,0,0
IndustriesKsc,"K.S.C. is one of the leading manufacturing units in India, basically engaged in manufacturing Kitchen Gas Lighter.",1,3,Wed May 08 08:02:09 +0000 2019,0,0
Manoran25832398,I am a computer science engineering student of trident college,8,5,Sun Aug 14 01:33:22 +0000 2016,0,0
AbimbolaMarcelo,Electrical design and supervision,8,13,Wed May 08 08:05:20 +0000 2019,0,0
GoCloudtweeter,"Democratizing cutting-edge cloud technology for SMEs. IT delivered 'as a Service'​, which puts your business ahead of the game!",2429,447,Mon Sep 11 06:45:51 +0000 2017,0,0
WolfOfCoity,Cancer Survivor👊Unstable Emotional personality disorder🖕🏻Drywall Superstar/Shop fitter👨‍🔧 Flavour Chaser💨🍓🍒 Crypto King 👑@wolfofcoity,36,423,Tue Dec 26 20:07:45 +0000 2017,0,0
healthandsafety,Essential reading for #healthandsafety practitioners since 1978. Sign up for our FREE weekly eNewsletter: https://t.co/yFEB4nUua4,29950,6595,Mon Jul 28 12:56:13 +0000 2008,0,0
KathrynBriggs7,"Inspiring People, Delivering Results. #Events #Channel #EmployeeEngagement #Global #EMEA. New Business Specialist, Snorkeling & Snowboarding adventurist!",1184,3372,Fri Aug 02 15:28:50 +0000 2013,0,0
abrahamfikire2,,1,2,Tue Mar 10 19:56:00 +0000 2015,0,1
520moshan,自由，平等，博爱！,51,517,Sun Nov 06 04:47:59 +0000 2016,0,0
tayhweepeng,"Follows China, East Asia news and developments. RT ≠ endorsement.",159,2731,Thu Jun 04 07:13:48 +0000 2009,0,0
tweakstreet,,21,19,Mon Jul 21 17:46:54 +0000 2014,0,1
RizalShirshak,,3,0,Wed May 08 07:43:17 +0000 2019,0,1
